CommonCode,Name,Description,Symbol,Annex,Alias,Active
C27,millisiemens,,mS,1,MILLISIEMENS_C27,0
H61,millisiemens per centimetre,,mS/cm,1,MILLISIEMENS_PER_CENTIMETRE_H61,0
C28,millisievert,,mSv,1,MILLISIEVERT_C28,0
P71,millisievert per hour,0001_fold of the derived SI unit sievert divided by the unit hour.,mSv/h,1,MILLISIEVERT_PER_HOUR_P71,0
P75,millisievert per minute,0001_fold of the derived SI unit sievert divided by the unit minute.,mSv/min,1,MILLISIEVERT_PER_MINUTE_P75,0
P66,millisievert per second,0001_fold of the derived SI unit sievert divided by the SI base unit second.,mSv/s,1,MILLISIEVERT_PER_SECOND_P66,0
C29,millitesla,,mT,1,MILLITESLA_C29,0
2Z,millivolt,,mV,1,MILLIVOLT_2Z,0
M35,millivolt _ ampere,,mV*A,1,MILLIVOLT___AMPERE_M35,0
D49,millivolt per kelvin,,mV/K,1,MILLIVOLT_PER_KELVIN_D49,0
C30,millivolt per metre,,mV/m,1,MILLIVOLT_PER_METRE_C30,0
H62,millivolt per minute,,mV/min,1,MILLIVOLT_PER_MINUTE_H62,0
C31,milliwatt,,mW,1,MILLIWATT_C31,0
C32,milliwatt per square metre,,mW/m^2,1,MILLIWATT_PER_SQUARE_METRE_C32,0
C33,milliweber,,mWb,1,MILLIWEBER_C33,0
D61,minute [unit of angle],,,1,MINUTE_UNIT_OF_ANGLE_D61,0
MIN,minute [unit of time],,min,1,MINUTE_UNIT_OF_TIME_MIN,0
5E,MMSCF per day,A unit of volume equal to one million (1000000) cubic feet of gas per day.,,2,MMSCF_PER_DAY_5E,1
H77,module width,A unit of measure used to describe the breadth of electronic assemblies as an installation standard or mounting dimension.,MW,2,MODULE_WIDTH_H77,1
P52,mol per cubic metre pascal,SI base unit mol divided by the product of the power from the SI base unit metre with exponent 3 and the derived SI unit pascal.,(mol/m^3)/Pa,1,MOL_PER_CUBIC_METRE_PASCAL_P52,0
P51,mol per kilogram pascal,SI base unit mol divided by the product of the SI base unit kilogram and the derived SI unit pascal.,(mol/kg)/Pa,1,MOL_PER_KILOGRAM_PASCAL_P51,0
C34,mole,,mol,1,MOLE_C34,0
C35,mole per cubic decimetre,,mol/dm^3,1,MOLE_PER_CUBIC_DECIMETRE_C35,0
C36,mole per cubic metre,,mol/m^3,1,MOLE_PER_CUBIC_METRE_C36,0
L29,mole per cubic metre bar,,(mol/m^3)/bar,1,MOLE_PER_CUBIC_METRE_BAR_L29,0
L28,mole per cubic metre kelvin,,(mol/m^3)/K,1,MOLE_PER_CUBIC_METRE_KELVIN_L28,0
P99,mole per cubiv metre to the power sum of stoichiometric numbers,Unit of the equilibrium constant on the basis of the concentration (ISO 80000_9:2009 9_36.a).,(mol/m^3)∑νB,2,MOLE_PER_CUBIV_METRE_TO_THE_POWER_SUM_OF_STOICHIOMETRIC_NUMBERS_P99,1
L23,mole per hour,,mol/h,1,MOLE_PER_HOUR_L23,0
C19,mole per kilogram,,mol/kg,1,MOLE_PER_KILOGRAM_C19,0
L25,mole per kilogram bar,,(mol/kg)/bar,1,MOLE_PER_KILOGRAM_BAR_L25,0
L24,mole per kilogram kelvin,,(mol/kg)/K,1,MOLE_PER_KILOGRAM_KELVIN_L24,0
C38,mole per litre,,mol/l,1,MOLE_PER_LITRE_C38,0
L27,mole per litre bar,,(mol/l)/bar,1,MOLE_PER_LITRE_BAR_L27,0
L26,mole per litre kelvin,,(mol/l)/K,1,MOLE_PER_LITRE_KELVIN_L26,0
L30,mole per minute,,mol/min,1,MOLE_PER_MINUTE_L30,0
E95,mole per second,,mol/s,1,MOLE_PER_SECOND_E95,0
M4,monetary value,A unit of measure expressed as a monetary amount.,,2,MONETARY_VALUE_M4,1
MON,month,Unit of time equal to 1/12 of a year of 36525 days.,mo,1,MONTH_MON,0
ZZ,mutually defined,A unit of measure as agreed in common between two or more parties.,,2,MUTUALLY_DEFINED_ZZ,1
C39,nanoampere,,nA,1,NANOAMPERE_C39,0
C40,nanocoulomb,,nC,1,NANOCOULOMB_C40,0
C41,nanofarad,,nF,1,NANOFARAD_C41,0
C42,nanofarad per metre,,nF/m,1,NANOFARAD_PER_METRE_C42,0
L32,nanogram per kilogram,,ng/kg,1,NANOGRAM_PER_KILOGRAM_L32,0
P64,nanogray per hour,0000 000 001_fold of the derived SI unit gray divided by the unit hour.,nGy/h,1,NANOGRAY_PER_HOUR_P64,0
P60,nanogray per minute,0000 000 001_fold of the derived SI unit gray divided by the unit minute.,nGy/min,1,NANOGRAY_PER_MINUTE_P60,0
P56,nanogray per second,0000 000 001_fold of the derived SI unit gray divided by the SI base unit second.,nGy/s,1,NANOGRAY_PER_SECOND_P56,0
C43,nanohenry,,nH,1,NANOHENRY_C43,0
C44,nanohenry per metre,,nH/m,1,NANOHENRY_PER_METRE_C44,0
Q34,nanolitre,,nl,1,NANOLITRE_Q34,0
C45,nanometre,,nm,1,NANOMETRE_C45,0
P22,nanoohm,0000 000 001_fold of the derived SI unit ohm.,nΩ,1,NANOOHM_P22,0
C46,nanoohm metre,,nΩ*m,1,NANOOHM_METRE_C46,0
C47,nanosecond,,ns,1,NANOSECOND_C47,0
G44,nanosiemens per centimetre,,nS/cm,1,NANOSIEMENS_PER_CENTIMETRE_G44,0
G45,nanosiemens per metre,,nS/m,1,NANOSIEMENS_PER_METRE_G45,0
P73,nanosievert per hour,0000 000 001_fold of the derived SI unit sievert divided by the unit hour.,nSv/h,1,NANOSIEVERT_PER_HOUR_P73,0
P77,nanosievert per minute,0000 000 001_fold of the derived SI unit sievert divided by the unit minute.,nSv/min,1,NANOSIEVERT_PER_MINUTE_P77,0
P68,nanosievert per second,0000 000 001_fold of the derived SI unit sievert divided by the SI base unit second.,nSv/s,1,NANOSIEVERT_PER_SECOND_P68,0
C48,nanotesla,,nT,1,NANOTESLA_C48,0
C49,nanowatt,,nW,1,NANOWATT_C49,0
Q16,natural unit of information,Logarithmic unit for information equal to the content of decision of a sentence of 718 281 828 459 mutually exclusive events expressed as a logarithm to base Euler value e.,nat,2,NATURAL_UNIT_OF_INFORMATION_Q16,1
Q19,natural unit of information per second,Time related logarithmic unit for information equal to the content of decision of a sentence of 2718 281 828 459 mutually exclusive events expressed as a logarithm to base of the Euler value e.,nat/s,2,NATURAL_UNIT_OF_INFORMATION_PER_SECOND_Q19,1
NMI,nautical mile,,n mile,1,NAUTICAL_MILE_NMI,0
C50,neper,,Np,1,NEPER_C50,0
C51,neper per second,,Np/s,1,NEPER_PER_SECOND_C51,0
ND,net barrel,,,2,NET_BARREL_ND,1
NG,net gallon (us),,,2,NET_GALLON_US_NG,1
NI,net imperial gallon,,,2,NET_IMPERIAL_GALLON_NI,1
58,net kilogram,A unit of mass defining the total number of kilograms after deductions.,,2,NET_KILOGRAM_58,1
NE,net litre,,,2,NET_LITRE_NE,1
NTT,net register ton,A unit of mass equal to the total cubic footage after deductions where 1 register ton is equal to 100 cubic feet. Refer International Convention on tonnage measurement of Ships.,,2,NET_REGISTER_TON_NTT,1
NT,net ton,A unit of mass equal to 2000 pounds see ton (US). Refer International Convention on tonnage measurement of Ships.,,2,NET_TON_NT,1
Z8,newspage agate line,,,2,NEWSPAGE_AGATE_LINE_Z8,1
NEW,newton,,N,1,NEWTON_NEW,0
F88,newton centimetre,,N*cm,1,NEWTON_CENTIMETRE_F88,0
NU,newton metre,,N*m,1,NEWTON_METRE_NU,0
F90,newton metre per ampere,,N*m/A,1,NEWTON_METRE_PER_AMPERE_F90,0
F89,newton metre per degree,,Nm/°,1,NEWTON_METRE_PER_DEGREE_F89,0
G19,newton metre per kilogram,,N*m/kg,1,NEWTON_METRE_PER_KILOGRAM_G19,0
Q27,newton metre per metre,Unit for length_related rotational moment as product of the derived SI unit newton and the SI base unit metre divided by the SI base unit metre.,N*m/m^2,2,NEWTON_METRE_PER_METRE_Q27,1
M93,newton metre per radian,Product of the derived SI unit newton and the SI base unit metre divided by the unit radian.,N*m/rad,1,NEWTON_METRE_PER_RADIAN_M93,0
M34,newton metre per square metre,,N*m/m^2,1,NEWTON_METRE_PER_SQUARE_METRE_M34,0
C53,newton metre second,,N*m*s,1,NEWTON_METRE_SECOND_C53,0
C54,newton metre squared per kilogram squared,,N*m^2/kg^2,1,NEWTON_METRE_SQUARED_PER_KILOGRAM_SQUARED_C54,0
H41,newton metre watt to the power minus 05,,N*m*W^-0‧^5,1,NEWTON_METRE_WATT_TO_THE_POWER_MINUS_05_H41,0
H40,newton per ampere,,N/A,1,NEWTON_PER_AMPERE_H40,0
M23,newton per centimetre,,N/cm,1,NEWTON_PER_CENTIMETRE_M23,0
4P,newton per metre,,N/m,1,NEWTON_PER_METRE_4P,0
F47,newton per millimetre,,N/mm,1,NEWTON_PER_MILLIMETRE_F47,0
E01,newton per square centimetre,A measure of pressure expressed in newtons per square centimetre.,N/cm^2,1,NEWTON_PER_SQUARE_CENTIMETRE_E01,0
C55,newton per square metre,,N/m^2,1,NEWTON_PER_SQUARE_METRE_C55,0
C56,newton per square millimetre,,N/mm^2,1,NEWTON_PER_SQUARE_MILLIMETRE_C56,0
C57,newton second,,N*s,1,NEWTON_SECOND_C57,0
C58,newton second per metre,,N*s/m,1,NEWTON_SECOND_PER_METRE_C58,0
N36,newton second per square metre,Unit of the dynamic viscosity as a product of unit of the pressure (newton by square metre) multiplied with the SI base unit second.,(N/m^2)*s,1,NEWTON_SECOND_PER_SQUARE_METRE_N36,0
P49,newton square metre per ampere,Product of the derived SI unit newton and the power of SI base unit metre with exponent 2 divided by the SI base unit ampere.,N*m^2/A,1,NEWTON_SQUARE_METRE_PER_AMPERE_P49,0
NIL,nil,A unit of count defining the number of instances of nothing.,(),2,NIL_NIL,1
P9,nine pack,,,2,NINE_PACK_P9,1
NM3,Normalised cubic metre,Normalised cubic metre (temperature 0°C and pressure 101325 millibars ),,1,NORMALISED_CUBIC_METRE_NM3,0
Q39,Normalized cubic metre per day,Normalized cubic metre (temperature 0°C and pressure 101325 millibars ) per day,,1,NORMALIZED_CUBIC_METRE_PER_DAY_Q39,0
Q40,Normalized cubic metre per hour,Normalized cubic metre (temperature 0°C and pressure 101325 millibars ) per hour,,1,NORMALIZED_CUBIC_METRE_PER_HOUR_Q40,0
NAR,number of articles,A unit of count defining the number of articles (article: item).,,2,NUMBER_OF_ARTICLES_NAR,1
NBB,number of bobbins,,,2,NUMBER_OF_BOBBINS_NBB,1
NCL,number of cells,A unit of count defining the number of cells (cell: an enclosed or circumscribed space cavity or volume).,,2,NUMBER_OF_CELLS_NCL,1
NIU,number of international units,A unit of count defining the number of international units.,,2,NUMBER_OF_INTERNATIONAL_UNITS_NIU,1
JWL,number of jewels,A unit of count defining the number of jewels (jewel: precious stone).,,2,NUMBER_OF_JEWELS_JWL,1
N2,number of lines,,,2,NUMBER_OF_LINES_N2,1
MV,number of mults,,,2,NUMBER_OF_MULTS_MV,1
NMP,number of packs,A unit of count defining the number of packs (pack: a collection of objects packaged together).,,2,NUMBER_OF_PACKS_NMP,1
NPR,number of pairs,A unit of count defining the number of pairs (pair: item described by two\'s).,,2,NUMBER_OF_PAIRS_NPR,1
NPL,number of parcels,,,2,NUMBER_OF_PARCELS_NPL,1
NPT,number of parts,A unit of count defining the number of parts (part: component of a larger entity).,,2,NUMBER_OF_PARTS_NPT,1
NRL,number of rolls,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,NUMBER_OF_ROLLS_NRL,1
NJ,number of screens,,,2,NUMBER_OF_SCREENS_NJ,1
D68,number of words,A unit of count defining the number of words.,,2,NUMBER_OF_WORDS_D68,1
C59,octave,A unit used in music to describe the ratio in frequency between notes.,,1,OCTAVE_C59,0
Q12,octet,Synonym for byte: 1 octet = 8 bit = 1 byte.,o,2,OCTET_Q12,1
Q13,octet per second,Unit octet divided by the SI base unit second.,o/s,2,OCTET_PER_SECOND_Q13,1
66,oersted,,Oe,2,OERSTED_66,1
OHM,ohm,,Ω,1,OHM_OHM,0
C60,ohm centimetre,,Ω*cm,1,OHM_CENTIMETRE_C60,0
P23,ohm circular_mil per foot,Unit of resistivity.,Ω*cmil/ft,1,OHM_CIRCULAR_MIL_PER_FOOT_P23,0
M24,ohm kilometre,,Ω*km,1,OHM_KILOMETRE_M24,0
C61,ohm metre,,Ω*m,1,OHM_METRE_C61,0
F56,ohm per kilometre,,Ω/km,1,OHM_PER_KILOMETRE_F56,0
H26,ohm per metre,,Ω/m,1,OHM_PER_METRE_H26,0
F55,ohm per mile (statute mile),,Ω/mi,1,OHM_PER_MILE_STATUTE_MILE_F55,0
C62,one,Synonym: unit,1,1,ONE_C62,0
Q26,one per one,Value of the quotient from two physical units of the same kind as a numerator and denominator whereas the units are shortened mutually.,1/1/2017,2,ONE_PER_ONE_Q26,1
OPM,oscillations per minute,The number of oscillation per minute,o/min,1,OSCILLATIONS_PER_MINUTE_OPM,0
ONZ,ounce (avoirdupois),,oz,1,OUNCE_AVOIRDUPOIS_ONZ,0
L39,ounce (avoirdupois) per cubic inch,,oz/in^3,1,OUNCE_AVOIRDUPOIS_PER_CUBIC_INCH_L39,0
G32,ounce (avoirdupois) per cubic yard,,oz/yd^3,1,OUNCE_AVOIRDUPOIS_PER_CUBIC_YARD_G32,0
L33,ounce (avoirdupois) per day,,oz/d,1,OUNCE_AVOIRDUPOIS_PER_DAY_L33,0
L37,ounce (avoirdupois) per gallon (UK),,oz/gal (UK),1,OUNCE_AVOIRDUPOIS_PER_GALLON_UK_L37,0
L38,ounce (avoirdupois) per gallon (US),,oz/gal (US),1,OUNCE_AVOIRDUPOIS_PER_GALLON_US_L38,0
L34,ounce (avoirdupois) per hour,,oz/h,1,OUNCE_AVOIRDUPOIS_PER_HOUR_L34,0
L35,ounce (avoirdupois) per minute,,oz/min,1,OUNCE_AVOIRDUPOIS_PER_MINUTE_L35,0
L36,ounce (avoirdupois) per second,,oz/s,1,OUNCE_AVOIRDUPOIS_PER_SECOND_L36,0
N22,ounce (avoirdupois) per square inch,Unit of the surface specific mass (avoirdupois ounce according to the avoirdupois system of units according to the surface square inch according to the Anglo_American and Imperial system of units).,oz/in^2,1,OUNCE_AVOIRDUPOIS_PER_SQUARE_INCH_N22,0
L40,ounce (avoirdupois)_force,,ozf,1,OUNCE_AVOIRDUPOIS_FORCE_L40,0
L41,ounce (avoirdupois)_force inch,,ozf*in,1,OUNCE_AVOIRDUPOIS_FORCE_INCH_L41,0
J95,ounce (UK fluid) per day,,fl oz (UK)/d,1,OUNCE_UK_FLUID_PER_DAY_J95,0
J96,ounce (UK fluid) per hour,,fl oz (UK)/h,1,OUNCE_UK_FLUID_PER_HOUR_J96,0
J97,ounce (UK fluid) per minute,,fl oz (UK)/min,1,OUNCE_UK_FLUID_PER_MINUTE_J97,0
J98,ounce (UK fluid) per second,,fl oz (UK)/s,1,OUNCE_UK_FLUID_PER_SECOND_J98,0
J99,ounce (US fluid) per day,,fl oz (US)/d,1,OUNCE_US_FLUID_PER_DAY_J99,0
K10,ounce (US fluid) per hour,,fl oz (US)/h,1,OUNCE_US_FLUID_PER_HOUR_K10,0
K11,ounce (US fluid) per minute,,fl oz (US)/min,1,OUNCE_US_FLUID_PER_MINUTE_K11,0
K12,ounce (US fluid) per second,,fl oz (US)/s,1,OUNCE_US_FLUID_PER_SECOND_K12,0
OZ,ounce av,A unit of measure equal to 1/16 of a pound or about 28.3495 grams (av = avoirdupois). Use ounce (common code ONZ).,,2,OUNCE_AV_OZ,1
4R,ounce foot,,oz*ft,1,OUNCE_FOOT_4R,0
4Q,ounce inch,,oz*in,1,OUNCE_INCH_4Q,0
37,ounce per square foot,,oz/ft^2,1,OUNCE_PER_SQUARE_FOOT_37,0
38,ounce per square foot per 001inch,,oz/(ft^2/cin),2,OUNCE_PER_SQUARE_FOOT_PER_001INCH_38,1
ON,ounce per square yard,,oz/yd^2,1,OUNCE_PER_SQUARE_YARD_ON,0
11,outfit,A unit of count defining the number of outfits (outfit: a complete set of equipment / materials / objects used for a specific purpose).,,2,OUTFIT_11,1
OT,overtime hour,A unit of time defining the number of overtime hours.,,2,OVERTIME_HOUR_OT,1
ODE,ozone depletion equivalent,A unit of mass defining the ozone depletion potential in kilograms of a product relative to the calculated depletion for the reference substance Trichlorofluoromethane (CFC_11).,,2,OZONE_DEPLETION_EQUIVALENT_ODE,1
PK,pack,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet). Synonym: package,,2,PACK_PK,1
PA,packet,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,PACKET_PA,1
PD,pad,A unit of count defining the number of pads (pad: block of paper sheets fastened together at one end).,,2,PAD_PD,1
ZP,page,A unit of count defining the number of pages.,,2,PAGE_ZP,1
P0,page _ electronic,,,2,PAGE___ELECTRONIC_P0,1
QA,page _ facsimile,A unit of count defining the number of facsimile pages.,,2,PAGE___FACSIMILE_QA,1
QB,page _ hardcopy,A unit of count defining the number of hardcopy pages (hardcopy page: a page rendered as printed or written output on paper film or other permanent medium).,,2,PAGE___HARDCOPY_QB,1
PQ,page per inch,A unit of quantity defining the degree of thickness of a bound publication expressed as the number of pages per inch of thickness.,ppi,2,PAGE_PER_INCH_PQ,1
PL,pail,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,PAIL_PL,1
PR,pair,A unit of count defining the number of pairs (pair: item described by two\'s).,,2,PAIR_PR,1
PB,pair inch,,,2,PAIR_INCH_PB,1
PF,pallet (lift),Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,PALLET_LIFT_PF,1
D97,pallet unit load,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,PALLET_UNIT_LOAD_D97,1
OA,panel,A unit of count defining the number of panels (panel: a distinct usually rectangular section of a surface).,,2,PANEL_OA,1
C63,parsec,,pc,1,PARSEC_C63,0
61,part per billion (US),A unit of proportion equal to 10^-9.,ppb,2,PART_PER_BILLION_US_61,1
E40,part per hundred thousand,A unit of proportion equal to 10^-5.,ppht,2,PART_PER_HUNDRED_THOUSAND_E40,1
59,part per million,A unit of proportion equal to 10^-6.,ppm,2,PART_PER_MILLION_59,1
NX,part per thousand,A unit of proportion equal to 10^-3. Synonym: per mille,‰,2,PART_PER_THOUSAND_NX,1
PAL,pascal,,Pa,1,PASCAL_PAL,0
G01,pascal cubic metre per second,,Pa*m^3/s,1,PASCAL_CUBIC_METRE_PER_SECOND_G01,0
F99,pascal litre per second,,Pa*l/s,1,PASCAL_LITRE_PER_SECOND_F99,0
F07,pascal per bar,,Pa/bar,1,PASCAL_PER_BAR_F07,0
C64,pascal per kelvin,,Pa/K,1,PASCAL_PER_KELVIN_C64,0
H42,pascal per metre,,Pa/m,1,PASCAL_PER_METRE_H42,0
C65,pascal second,,Pa*s,1,PASCAL_SECOND_C65,0
H07,pascal second per bar,,Pa*s/bar,1,PASCAL_SECOND_PER_BAR_H07,0
C66,pascal second per cubic metre,,Pa*s/m^3,1,PASCAL_SECOND_PER_CUBIC_METRE_C66,0
F77,pascal second per kelvin,,Pa.s/K,1,PASCAL_SECOND_PER_KELVIN_F77,0
M32,pascal second per litre,,Pa*s/l,1,PASCAL_SECOND_PER_LITRE_M32,0
C67,pascal second per metre,,Pa* s/m,1,PASCAL_SECOND_PER_METRE_C67,0
P79,pascal square metre per kilogram,Unit of the burst index as derived unit for pressure pascal related to the substance represented as a quotient from the SI base unit kilogram divided by the power of the SI base unit metre by exponent 2.,Pa/(kg/m^2),1,PASCAL_SQUARE_METRE_PER_KILOGRAM_P79,0
P42,pascal squared second,Unit of the set as a product of the power of derived SI unit pascal with exponent 2 and the SI base unit second.,Pa^2*s,1,PASCAL_SQUARED_SECOND_P42,0
P98,pascal to the power sum of stoichiometric numbers,Unit of the equilibrium constant on the basis of the pressure(ISO 80000_9:2009 9_35.a).,PaΣνB,2,PASCAL_TO_THE_POWER_SUM_OF_STOICHIOMETRIC_NUMBERS_P98,1
E82,pebibit per cubic metre,A unit of information equal to 2^50 bits (binary digits) per cubic metre.,Pibit/m^3,2,PEBIBIT_PER_CUBIC_METRE_E82,1
E80,pebibit per metre,A unit of information equal to 2^50 bits (binary digits) per metre.,Pibit/m,2,PEBIBIT_PER_METRE_E80,1
E81,pebibit per square metre,A unit of information equal to 2^50 bits (binary digits) per square metre.,Pibit/m^2,2,PEBIBIT_PER_SQUARE_METRE_E81,1
E60,pebibyte,A unit of information equal to 2^50 bytes.,Pibyte,2,PEBIBYTE_E60,1
G23,peck,,pk (US),1,PECK_G23,0
L43,peck (UK),,pk (UK),1,PECK_UK_L43,0
L44,peck (UK) per day,,pk (UK)/d,1,PECK_UK_PER_DAY_L44,0
L45,peck (UK) per hour,,pk (UK)/h,1,PECK_UK_PER_HOUR_L45,0
L46,peck (UK) per minute,,pk (UK)/min,1,PECK_UK_PER_MINUTE_L46,0
L47,peck (UK) per second,,pk (UK)/s,1,PECK_UK_PER_SECOND_L47,0
L48,peck (US dry) per day,,pk (US dry)/d,1,PECK_US_DRY_PER_DAY_L48,0
L49,peck (US dry) per hour,,pk (US dry)/h,1,PECK_US_DRY_PER_HOUR_L49,0
L50,peck (US dry) per minute,,pk (US dry)/min,1,PECK_US_DRY_PER_MINUTE_L50,0
L51,peck (US dry) per second,,pk (US dry)/s,1,PECK_US_DRY_PER_SECOND_L51,0
PZ,peck dry (UK),,,2,PECK_DRY_UK_PZ,1
PY,peck dry (US),,,2,PECK_DRY_US_PY,1
N1,pen calorie,A unit of count defining the number of calories prescribed daily for parenteral/enteral therapy.,,2,PEN_CALORIE_N1,1
D23,pen gram (protein),A unit of count defining the number of grams of amino acid prescribed for parenteral/enteral therapy.,,2,PEN_GRAM_PROTEIN_D23,1
DWT,pennyweight,,,2,PENNYWEIGHT_DWT,1
J12,per mille per psi,A unit of pressure equal to one thousandth of a psi (pound_force per square inch).,‰/psi,2,PER_MILLE_PER_PSI_J12,1
P1,percent,A unit of proportion equal to 0.01.,% or pct,2,PERCENT_P1,1
62,percent per 1000 hour,,,2,PERCENT_PER_1000_HOUR_62,1
H96,percent per bar,A unit of proportion equal to 0.01 in relation to an atmospheric pressure of one bar.,%/bar,2,PERCENT_PER_BAR_H96,1
H73,percent per decakelvin,A unit of proportion equal to 0.01 in relation to 10_fold of the SI base unit Kelvin.,%/daK,2,PERCENT_PER_DECAKELVIN_H73,1
H90,percent per degree,A unit of proportion equal to 0.01 in relation to an angle of one degree.,%/°,2,PERCENT_PER_DEGREE_H90,1
M25,percent per degree Celsius,A unit of proportion equal to 0.01 in relation to a temperature of one degree.,%/°C,2,PERCENT_PER_DEGREE_CELSIUS_M25,1
H72,percent per hectobar,A unit of proportion equal to 0.01 in relation to 100_fold of the unit bar.,%/hbar,2,PERCENT_PER_HECTOBAR_H72,1
H93,percent per hundred,A unit of proportion equal to 0.01 in relation to multiples of one hundred.,%/100,2,PERCENT_PER_HUNDRED_H93,1
H98,percent per inch,A unit of proportion equal to 0.01 in relation to an inch.,%/in,2,PERCENT_PER_INCH_H98,1
H25,percent per kelvin,A unit of proportion equal to 0.01 in relation to the SI base unit Kelvin.,%/K,2,PERCENT_PER_KELVIN_H25,1
H99,percent per metre,A unit of proportion equal to 0.01 in relation to a metre.,%/m,2,PERCENT_PER_METRE_H99,1
J10,percent per millimetre,A unit of proportion equal to 0.01 in relation to a millimetre.,%/mm,2,PERCENT_PER_MILLIMETRE_J10,1
H71,percent per month,A unit of proportion equal to 0.01 in relation to a month.,%/mo,2,PERCENT_PER_MONTH_H71,1
H89,percent per ohm,A unit of proportion equal to 0.01 in relation to the SI derived unit ohm.,%/Ω,2,PERCENT_PER_OHM_H89,1
H92,percent per one hundred thousand,A unit of proportion equal to 0.01 in relation to multiples of one hundred thousand.,%/100000,2,PERCENT_PER_ONE_HUNDRED_THOUSAND_H92,1
H91,percent per ten thousand,A unit of proportion equal to 0.01 in relation to multiples of ten thousand.,%/10000,2,PERCENT_PER_TEN_THOUSAND_H91,1
H94,percent per thousand,A unit of proportion equal to 0.01 in relation to multiples of one thousand.,%/1000,2,PERCENT_PER_THOUSAND_H94,1
H95,percent per volt,A unit of proportion equal to 0.01 in relation to the SI derived unit volt.,%/V,2,PERCENT_PER_VOLT_H95,1
VP,percent volume,A measure of concentration typically expressed as the percentage volume of a solute in a solution.,,2,PERCENT_VOLUME_VP,1
60,percent weight,A unit of proportion equal to 10^-2.,,2,PERCENT_WEIGHT_60,1
P91,perm (0 ºC),Traditional unit for the ability of a material to allow the transition of the steam defined at a temperature of 0 °C as steam transmittance where the mass of one grain steam penetrates an area of one foot squared at a pressure from one inch mercury per hour.,perm (0 ºC),2,PERM_0_ºC_P91,1
P92,perm (23 ºC),Traditional unit for the ability of a material to allow the transition of the steam defined at a temperature of 23 °C as steam transmittance at which the mass of one grain of steam penetrates an area of one square foot at a pressure of one inch mercury per hour.,perm (23 ºC),2,PERM_23_ºC_P92,1
IE,person,A unit of count defining the number of persons.,,2,PERSON_IE,1
